date,logret
2017-07-31,0.001828
2017-08-01,0.000913
2017-08-02,0.000912
2017-08-03,0.000000
2017-08-04,0.001821
2017-08-07,0.001818
2017-08-08,-0.000908
2017-08-09,0.000000
2017-08-10,-0.006384
2017-08-11,0.004565
2017-08-14,0.001819
2017-08-15,0.000909
2017-08-16,0.000908
2017-08-17,-0.001817
2017-08-18,0.008149
2017-08-21,0.007188
2017-08-22,-0.004486
2017-08-23,0.001797
2017-08-24,0.000898
2017-08-25,0.002687
2017-08-28,0.000000
2017-08-29,-0.001791
2017-08-30,-0.002692
2017-08-31,-0.005406
2017-09-01,0.000903
2017-09-05,0.000000
2017-09-06,0.000903
2017-09-07,0.000902
2017-09-08,-0.000901
2017-09-11,-0.001805
2017-09-12,-0.003620
2017-09-13,0.000907
2017-09-14,0.001810
2017-09-15,0.001806
2017-09-18,0.000903
2017-09-19,0.000000
2017-09-20,0.001801
2017-09-21,0.002696
2017-09-22,0.000898
2017-09-25,0.000897
2017-09-26,0.001790
2017-09-27,-0.002687
2017-09-28,0.000000
2017-09-29,-0.002695
2017-10-02,-0.000899
2017-10-03,-0.000900
2017-10-04,0.000000
2017-10-05,-0.002707
2017-10-06,0.000000
2017-10-09,0.000000
2017-10-10,0.001805
2017-10-11,0.001801
2017-10-12,0.001798
2017-10-13,0.000898
2017-10-16,0.001793
2017-10-17,0.000000
2017-10-18,0.000000
2017-10-19,0.000896
2017-10-20,-0.003587
2017-10-23,-0.000898
2017-10-24,0.000000
2017-10-25,0.003591
2017-10-26,-0.001794
2017-10-27,0.003585
2017-10-30,0.003572
2017-10-31,0.000000
